Thời gian;Người gửi;Nội dung
2025-12-31 02:01:52;Hà Đăng Khôi;:>
2025-12-31 02:01:56;Hà Đăng Khôi;nên báo cho ổng
2025-12-31 02:02:14;Lê Ngọc Tuyền;à à
2025-12-31 02:02:16;Lê Ngọc Tuyền;quào
2025-12-31 02:02:19;Hà Đăng Khôi;thấy 6-7 file encryption
2025-12-31 02:02:22;Triêm Đoàn;Toi thấy có file nào đó
2025-12-31 02:02:23;Lê Ngọc Tuyền;ê nếu ổng đưa 1 đoạn
2025-12-31 02:02:24;Triêm Đoàn;Yea
2025-12-31 02:02:25;Lê Ngọc Tuyền;mà dịch được
2025-12-31 02:02:27;Lê Ngọc Tuyền;là thắng nha ae
2025-12-31 02:02:28;Lê Ngọc Tuyền;:>
2025-12-31 02:02:39;Triêm Đoàn;Tui search từ khoá này
2025-12-31 02:02:41;Hà Đăng Khôi;để coi thử làm gì được với mấy file encryption này
2025-12-31 02:02:51;Hà Đăng Khôi;:>
2025-12-31 02:02:53;Triêm Đoàn;Mà có file quỷ nào đó
2025-12-31 02:02:54;Lê Ngọc Tuyền;=))
2025-12-31 02:02:55;Triêm Đoàn;Má nó dài
2025-12-31 02:02:57;Lê Ngọc Tuyền;toi cũm vô đay
2025-12-31 02:03:04;Lê Ngọc Tuyền;tui hỏi lại n lần rồi
2025-12-31 02:03:07;Lê Ngọc Tuyền;ổng sure lắm
2025-12-31 02:03:10;Lê Ngọc Tuyền;phá ổng thoi
2025-12-31 02:03:11;Lê Ngọc Tuyền;:>
2025-12-31 02:03:21;Hà Đăng Khôi;này cho phá mà ha
2025-12-31 02:03:35;Lê Ngọc Tuyền;ủa mà mk cũng có phá được gì đâu
2025-12-31 02:03:49;Lê Ngọc Tuyền;mk xem với biết để giải mã thoi chứ đâu có sửa đc ha
2025-12-31 02:03:59;Hà Đăng Khôi;đúm rùi
2025-12-31 02:04:00;Hà Đăng Khôi;:>
2025-12-31 02:04:03;Lê Ngọc Tuyền;=))
2025-12-31 02:04:05;Lê Ngọc Tuyền;nên là
2025-12-31 02:04:05;Hà Đăng Khôi;ý là mình còn non
2025-12-31 02:04:06;Triêm Đoàn;Giải ra đx cũng cũng lắm ròi
2025-12-31 02:04:07;Hà Đăng Khôi;:>
2025-12-31 02:04:08;Lê Ngọc Tuyền;mạnh tay lên cho toi
2025-12-31 02:04:14;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-31 02:04:22;Lê Ngọc Tuyền;ý là mấy file đó cũng ở dạng view
2025-12-31 02:04:37;Lê Ngọc Tuyền;hoặc cùng lắm lấy về được òi làm mới hoi chứ đâu có sửa dưới server được
2025-12-31 02:06:54;Triêm Đoàn;Mà của ổng mã hoá có dựa trên username hay password gì khong thé sốp
2025-12-31 02:07:06;Lê Ngọc Tuyền;xao mà nói đượt sốp :>
2025-12-31 02:07:08;Triêm Đoàn;:))))
2025-12-31 02:07:14;Triêm Đoàn;Okii luon sốp
2025-12-31 02:07:30;Lê Ngọc Tuyền;ủa nhma vấn đề là
2025-12-31 02:07:35;Lê Ngọc Tuyền;cáy key lúc tạo tài khoán á
2025-12-31 02:07:47;Lê Ngọc Tuyền;mk đâu có lấy được
2025-12-31 02:07:53;Lê Ngọc Tuyền;làm sao mà mã hoá được dù biết cái hàm đi
2025-12-31 02:07:58;Lê Ngọc Tuyền;mà không có key thì cũng thua
2025-12-31 02:19:51;Triêm Đoàn;Ai thấy tn này 7h30-8h ngày mai hú tui
2025-12-31 02:20:21;Lê Ngọc Tuyền;:>
2025-12-31 07:06:47;Hà Đăng Khôi;🐋
2025-12-31 07:06:57;Hà Đăng Khôi;Má mới dậy
2025-12-31 07:19:51;Lê Ngọc Tuyền;Má
2025-12-31 07:19:55;Lê Ngọc Tuyền;Toi mới dậy nè
2025-12-31 07:21:50;Hà Đăng Khôi;Zậy thì an tâm r
2025-12-31 07:21:59;Hà Đăng Khôi;@Nghĩa Đoàn @Triêm Đoàn
2025-12-31 07:22:10;Hà Đăng Khôi;Dậy chưa :>
2025-12-31 07:34:24;Lê Ngọc Tuyền;Má =))))
2025-12-31 07:40:45;Lê Ngọc Tuyền;Ủa phòng nào mn
2025-12-31 07:41:20;Hà Đăng Khôi;D212
2025-12-31 07:41:27;Hà Đăng Khôi;Ụa lên vhuaw
2025-12-31 07:41:34;Hà Đăng Khôi;Mới tới trường nè
2025-12-31 07:42:34;Lê Ngọc Tuyền;Ok h tui đi =))
2025-12-31 07:44:42;Hà Đăng Khôi;=)))
2025-12-31 07:44:54;Hà Đăng Khôi;Mấy sếp kia toíe chưa
2025-12-31 07:45:09;Hà Đăng Khôi;@Mai Quỳnh Anh
2025-12-31 07:47:25;Lê Ngọc Tuyền;=))))
2025-12-31 07:47:25;Lê Ngọc Tuyền;Khó lói
2025-12-31 07:48:09;Hà Đăng Khôi;=))))
2025-12-31 07:48:18;Hà Đăng Khôi;T tưởng t dậy trể r đó
2025-12-31 07:48:27;Hà Đăng Khôi;Cho tới khi thấy cái gr này
2025-12-31 07:48:56;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-31 07:49:00;Lê Ngọc Tuyền;=))))
2025-12-31 07:49:13;Lê Ngọc Tuyền;Chiện đó hằng ngày HK khong thấy hẽ =)))
2025-12-31 07:49:29;Lê Ngọc Tuyền;Nhma bth toi đi trễ nhất nay toi đi sớm nhì =))
2025-12-31 07:49:38;Hà Đăng Khôi;Người mà tui tin tưởng nhất
2025-12-31 07:49:50;Hà Đăng Khôi;Ngày nào lên tui cũng thấy chỉ đã ngồi trong lớp
2025-12-31 07:49:56;Hà Đăng Khôi;Thì nay kh thấy đâu cả
2025-12-31 07:49:57;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-31 07:50:00;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-31 07:50:00;Hà Đăng Khôi;=)))
2025-12-31 07:50:03;Lê Ngọc Tuyền;=))))))))))
2025-12-31 07:50:12;Lê Ngọc Tuyền;Đâu
2025-12-31 07:50:16;Lê Ngọc Tuyền;Bth trong lớp
2025-12-31 07:50:21;Lê Ngọc Tuyền;Chỉ cũng đi trễ lắm
2025-12-31 07:50:25;Lê Ngọc Tuyền;Trừ khi có hẹn
2025-12-31 07:50:31;Hà Đăng Khôi;Nma sớm hơn tui
2025-12-31 07:50:32;Hà Đăng Khôi;=))))
2025-12-31 07:50:36;Lê Ngọc Tuyền;=)))))
2025-12-31 07:55:23;Hà Đăng Khôi;Ụa nãy đi t khóa phòng chưa nhỉ
2025-12-31 07:55:28;Hà Đăng Khôi;:))))
2025-12-31 08:02:50;Lê Ngọc Tuyền;Má =))))
2025-12-31 08:02:53;Lê Ngọc Tuyền;Mạnh zay mom
2025-12-31 08:10:39;Nghĩa Đoàn;Hé lô
2025-12-31 08:10:47;Nghĩa Đoàn;Tongtai
2025-12-31 08:10:54;Nghĩa Đoàn;Mới dậy)
2025-12-31 08:30:34;Triêm Đoàn;Nay quản gia mí dậy
2025-12-31 08:30:41;Lê Ngọc Tuyền;Má
2025-12-31 08:30:47;Lê Ngọc Tuyền;Ae sẽ sốc khi vào lớp
2025-12-31 08:30:54;Triêm Đoàn;Sao vậy
2025-12-31 08:31:02;Triêm Đoàn;Khó lắm hả sốp
2025-12-31 08:32:42;Lê Ngọc Tuyền;1 bảng rưỡi rùi
2025-12-31 08:32:44;Lê Ngọc Tuyền;=))
2025-12-31 08:34:20;Triêm Đoàn;Phòng nào v sốp
2025-12-31 08:44:57;Lê Ngọc Tuyền;D212
2025-12-31 09:06:40;Triêm Đoàn;Toi dang toi
2025-12-31 10:02:58;Nghĩa Đoàn;:)))
2025-12-31 10:03:03;Nghĩa Đoàn;Tongtai mới ngủ dậy part2
2025-12-31 10:03:14;Triêm Đoàn;:))))))
2025-12-31 10:03:33;Triêm Đoàn;Đi học đi tongtai oi
2025-12-31 10:03:39;Triêm Đoàn;Còn 1h nua
2025-12-31 10:04:21;Nghĩa Đoàn;H dô lp
2025-12-31 10:04:26;Nghĩa Đoàn;Kì lắm
2025-12-31 10:05:01;Triêm Đoàn;Hong có kì dou
2025-12-31 10:05:06;Triêm Đoàn;Lên đuy tongtai
2025-12-31 10:05:37;Nghĩa Đoàn;Kìiii
2025-12-31 11:17:59;Nghĩa Đoàn;Nam mô
2025-12-31 11:18:03;Nghĩa Đoàn;Tôi gửi lộn gr
2025-12-31 11:18:04;Nghĩa Đoàn;:)
2025-12-31 11:20:50;Mai Quỳnh Anh;=)))))))))))
2025-12-31 11:22:03;Hà Đăng Khôi;=)))))))))
2025-12-31 11:22:41;Hà Đăng Khôi;Chưa kịp thấy gì
2025-12-31 11:23:15;Nghĩa Đoàn;😇
2025-12-31 11:23:25;Nghĩa Đoàn;Từ h toi là tongtai nữa
2025-12-31 11:23:41;Hà Đăng Khôi;Hả
2025-12-31 11:23:43;Hà Đăng Khôi;=))))
2025-12-31 11:24:07;Nghĩa Đoàn;Ko là
2025-12-31 11:24:15;Nghĩa Đoàn;Cho tongtai hỏi
2025-12-31 11:24:17;Nghĩa Đoàn;Sáng nay
2025-12-31 11:24:23;Nghĩa Đoàn;Có gì hot khummm
2025-12-31 11:24:37;Nghĩa Đoàn;Cô cho lên bảng lấy điểm + nhiều khum:))
2025-12-31 11:25:08;Hà Đăng Khôi;Nay kh có lên bảng
2025-12-31 11:25:09;Hà Đăng Khôi;Bài nhiều vl
2025-12-31 11:25:09;Hà Đăng Khôi;Cô rap kh à còn kh kịp nữa :>
2025-12-31 11:25:36;Hà Đăng Khôi;Được cái e kh hiểu cái gì hết Đoàn tổng ơi
2025-12-31 11:25:38;Hà Đăng Khôi;🐋
2025-12-31 11:27:08;Nghĩa Đoàn;:))))))
2025-12-31 11:27:16;Nghĩa Đoàn;Tongtai quê quá
2025-12-31 11:27:19;Nghĩa Đoàn;Cứu tongtai
2025-12-31 11:27:21;Nghĩa Đoàn;😇
2025-12-31 11:27:25;Nghĩa Đoàn;Cả lớp biết bd
2025-12-31 11:36:10;Lê Ngọc Tuyền;Ũa ông nhắn dì dị
2025-12-31 11:43:22;Lê Ngọc Tuyền;mn ơi
2025-12-31 11:43:24;Lê Ngọc Tuyền;có job mới
2025-12-31 11:43:25;Hà Đăng Khôi;"""TTH ôn lí thuyết cách sử dụng thuật toán là dc r nha"""
2025-12-31 11:43:30;Hà Đăng Khôi;Hả
2025-12-31 11:43:33;Lê Ngọc Tuyền;ko ngành lắm nhma 3 trẹo
2025-12-31 11:43:37;Lê Ngọc Tuyền;=))
2025-12-31 11:43:44;Hà Đăng Khôi;Làm gì á
2025-12-31 11:43:47;Lê Ngọc Tuyền;marketing cho cái của ông được 1k user đầu tiên
2025-12-31 11:43:50;Lê Ngọc Tuyền;user thiệt nha =)))
2025-12-31 11:43:54;Hà Đăng Khôi;Làm được e làm hết
2025-12-31 11:43:58;Lê Ngọc Tuyền;:>
2025-12-31 11:44:02;Hà Đăng Khôi;=))))))
2025-12-31 11:44:04;Lê Ngọc Tuyền;ổng gợi ý là lên linkin này kia
2025-12-31 11:44:10;Lê Ngọc Tuyền;gr fb của ng nước ngoài
2025-12-31 11:44:19;Lê Ngọc Tuyền;òi twister
2025-12-31 11:44:20;Lê Ngọc Tuyền;dì dì đoá
2025-12-31 11:44:25;Lê Ngọc Tuyền;coá nhận khom ạ
2025-12-31 11:44:26;Lê Ngọc Tuyền;=))
2025-12-31 11:44:39;Hà Đăng Khôi;Nhận i
2025-12-31 11:44:41;Hà Đăng Khôi;=))))
2025-12-31 11:44:44;Lê Ngọc Tuyền;á đù
2025-12-31 11:44:46;Lê Ngọc Tuyền;=))
2025-12-31 11:44:53;Lê Ngọc Tuyền;ko có chơi tạo acc nha :>
2025-12-31 11:45:01;Hà Đăng Khôi;Biết ùi
2025-12-31 11:45:04;Lê Ngọc Tuyền;nghe cũm đượt :>
2025-12-31 11:45:05;Hà Đăng Khôi;Ai lại làm thế
2025-12-31 11:45:09;Lê Ngọc Tuyền;kiểu hong đủ thì thoi
2025-12-31 11:45:14;Lê Ngọc Tuyền;tụi mk khom mất dì
2025-12-31 11:45:15;Lê Ngọc Tuyền;:>
2025-12-31 11:45:19;Hà Đăng Khôi;Đúm r
2025-12-31 11:45:21;Hà Đăng Khôi;:>
2025-12-31 11:45:37;Lê Ngọc Tuyền;ghê dị :>
2025-12-31 11:45:42;Lê Ngọc Tuyền;mn nghĩ xeo
2025-12-31 11:45:50;Lê Ngọc Tuyền;@mọi người
2025-12-31 11:46:07;Hà Đăng Khôi;Tiền á ae
2025-12-31 11:46:10;Hà Đăng Khôi;:>
2025-12-31 11:46:12;Lê Ngọc Tuyền;=)))))))))))
2025-12-31 11:46:15;Lê Ngọc Tuyền;3 chẹo
2025-12-31 11:46:19;Lê Ngọc Tuyền;là mõi đứa 600ka
2025-12-31 11:47:06;Lê Ngọc Tuyền;nhma thui chắc khúc nì níu đượt vẫn để cho quỹ ha
2025-12-31 11:47:07;Lê Ngọc Tuyền;:>
2025-12-31 12:18:02;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc ❤ về tin nhắn của bạn 
2025-12-31 12:18:38;Mai Quỳnh Anh;Dc á
2025-12-31 12:18:40;Mai Quỳnh Anh;=)))))
2025-12-31 12:18:43;Mai Quỳnh Anh;Pr choa
2025-12-31 12:18:54;Mai Quỳnh Anh;@Lê Ngọc Tuyền tui vs bà
2025-12-31 12:19:02;Mai Quỳnh Anh;Cày=))))))
2025-12-31 12:19:12;Mai Quỳnh Anh;Team marketing của nhóm này
2025-12-31 12:21:46;Lê Ngọc Tuyền;Còn ông Triêm với ông Nghĩa hì xaooo
2025-12-31 12:22:13;Triêm Đoàn;Dô trong team maketing này hé
2025-12-31 12:22:38;Triêm Đoàn;Ý là sao í
2025-12-31 12:30:02;Hà Đăng Khôi;Là vậy á
2025-12-31 12:30:17;Hà Đăng Khôi;Pr dự án của anh NT được 1k ủse thì 3tr
2025-12-31 12:30:19;Hà Đăng Khôi;:)))
2025-12-31 12:30:30;Mai Quỳnh Anh;Ýe
2025-12-31 12:30:32;Hà Đăng Khôi;Nhận job kh
2025-12-31 12:30:32;Mai Quỳnh Anh;=))))))
2025-12-31 12:30:39;Mai Quỳnh Anh;1000 thì cx khó thiệt
2025-12-31 12:30:48;Mai Quỳnh Anh;Nhma nhận thì cx dc
2025-12-31 12:30:52;Triêm Đoàn;Tui làm luôn
2025-12-31 12:31:07;Triêm Đoàn;Mà tui sẽ tìm hỉu thử tui làm cái gì trong team lun
2025-12-31 12:32:55;Mai Quỳnh Anh;Hả
2025-12-31 12:32:57;Mai Quỳnh Anh;Là sao
2025-12-31 12:33:12;Triêm Đoàn;Ý là dô team marketing này á
2025-12-31 12:33:38;Triêm Đoàn;Thì tui sẽ thực hiện cái gì thui
2025-12-31 12:35:43;Mai Quỳnh Anh;Si nghi
2025-12-31 12:35:45;Mai Quỳnh Anh;Chứ
2025-12-31 12:35:54;Mai Quỳnh Anh;Nhật ký thì hơi khó á
2025-12-31 12:35:56;Mai Quỳnh Anh;=))))
2025-12-31 12:36:06;Triêm Đoàn;Kím còn ten thoi
2025-12-31 12:41:43;Lê Ngọc Tuyền;Ý là mk hỏng có content
2025-12-31 12:41:49;Lê Ngọc Tuyền;Mk pr nghiêm túc đồ á
2025-12-31 12:41:54;Lê Ngọc Tuyền;Vibe chuyn nghịp
2025-12-31 12:42:04;Lê Ngọc Tuyền;Mà proj của ổng đc nhìu ng khen lúm
2025-12-31 12:42:10;Lê Ngọc Tuyền;Chắc cũm d dễ
2025-12-31 12:42:12;Lê Ngọc Tuyền;=))
2025-12-31 12:42:51;Mai Quỳnh Anh;Ủa
2025-12-31 12:42:55;Mai Quỳnh Anh;Z khó lắm á
2025-12-31 12:42:57;Mai Quỳnh Anh;::>>>
2025-12-31 12:43:39;Lê Ngọc Tuyền;Ổng kêu là ổng sẽ list ra 1 file chi tiết này kia
2025-12-31 12:43:42;Lê Ngọc Tuyền;Cho tụi mk pr
2025-12-31 12:43:53;Lê Ngọc Tuyền;Òi tụi mk note lại quá trình
2025-12-31 12:43:58;Lê Ngọc Tuyền;Kiểu tìm khách hàng nào
2025-12-31 12:44:00;Triêm Đoàn;Hay theo kiểu telling story nhỉ
2025-12-31 12:44:05;Lê Ngọc Tuyền;Đối tượng phù hợp
2025-12-31 12:44:12;Lê Ngọc Tuyền;Lên bài sao
2025-12-31 12:44:13;Lê Ngọc Tuyền;Bla bla
2025-12-31 12:44:21;Lê Ngọc Tuyền;Chứ có 1k user 3 chẹo
2025-12-31 12:44:23;Lê Ngọc Tuyền;=))
2025-12-31 12:44:54;Triêm Đoàn;Có thể sẽ hợp hơn
2025-12-31 12:45:09;Triêm Đoàn;Hơi khó làm
2025-12-31 12:45:40;Lê Ngọc Tuyền;nhma biet sao hong
2025-12-31 12:45:41;Hà Đăng Khôi;3k/user là cao lắm á bây
2025-12-31 12:45:43;Hà Đăng Khôi;:>
2025-12-31 12:45:50;Lê Ngọc Tuyền;ổng nói tụi mk
2025-12-31 12:45:53;Lê Ngọc Tuyền;vừa là testẻ
2025-12-31 12:46:01;Lê Ngọc Tuyền;vừa là user
2025-12-31 12:46:03;Lê Ngọc Tuyền;vừa đi bán
2025-12-31 12:46:07;Lê Ngọc Tuyền;là hợp để bán nhất
2025-12-31 12:46:25;Lê Ngọc Tuyền;tụi mk sẽ dùng nó để ghi log cho cái proj của tụi mk
2025-12-31 12:46:28;Lê Ngọc Tuyền;là có 1 user rồi nè
2025-12-31 12:46:29;Lê Ngọc Tuyền;=)))
2025-12-31 12:46:44;Lê Ngọc Tuyền;mấy cty lớn kiểu đảm bảo tăng hằng tháng này kia
2025-12-31 12:46:50;Lê Ngọc Tuyền;tùm lum
2025-12-31 12:46:54;Lê Ngọc Tuyền;còn tụi mk số cứng=))
2025-12-31 12:47:00;Lê Ngọc Tuyền;ngon mà =))
2025-12-31 12:47:15;Mai Quỳnh Anh;Ýe
2025-12-31 12:47:18;Mai Quỳnh Anh;=))))))0
2025-12-31 12:47:21;Lê Ngọc Tuyền;với ko được thì thoi
2025-12-31 12:47:28;Lê Ngọc Tuyền;ko mất gì mà
2025-12-31 12:48:00;Lê Ngọc Tuyền;nghe cũng ngon nhma khó nha =))
2025-12-31 12:48:08;Hà Đăng Khôi;:>
2025-12-31 12:48:25;Lê Ngọc Tuyền;xaoooo
2025-12-31 12:48:26;Lê Ngọc Tuyền;=))
2025-12-31 12:48:59;Lê Ngọc Tuyền;ê biet sao hong
2025-12-31 12:49:02;Lê Ngọc Tuyền;để kể
2025-12-31 12:49:05;Lê Ngọc Tuyền;nãy ăn cơm nói quá troi
2025-12-31 12:49:07;Lê Ngọc Tuyền;=))
2025-12-31 12:49:18;Lê Ngọc Tuyền;ổng kêu tụi mk làm proj nì kia đy
2025-12-31 12:49:27;Lê Ngọc Tuyền;hã đượt đượt mà ổng thành công 1 cái proj nào đoá
2025-12-31 12:49:33;Lê Ngọc Tuyền;sẽ thuê team tụi mk
2025-12-31 12:49:35;Lê Ngọc Tuyền;há há
2025-12-31 12:49:36;Lê Ngọc Tuyền;=))
2025-12-31 12:49:45;Triêm Đoàn;:)))))
2025-12-31 12:49:46;Mai Quỳnh Anh;Ýe
2025-12-31 12:49:55;Mai Quỳnh Anh;Chủ đề của nó khó á
2025-12-31 12:50:09;Mai Quỳnh Anh;Muốn làm vid thì phải edit căng phết
2025-12-31 12:50:15;Lê Ngọc Tuyền;ủa video chi á
2025-12-31 12:50:31;Lê Ngọc Tuyền;tụi mk lên bài đúng chỗ là có cũng kha khá á
2025-12-31 12:50:32;Mai Quỳnh Anh;Ý là lên bài lên vid đồ á
2025-12-31 12:50:36;Lê Ngọc Tuyền;hqua ổng mới lên có 1 bài
2025-12-31 12:50:52;Lê Ngọc Tuyền;mà được cũng đâu cả mấy trăm ng vô thử
2025-12-31 12:50:59;Lê Ngọc Tuyền;ở lại được hơn 10 ng á
2025-12-31 12:51:05;Lê Ngọc Tuyền;nãy ổng nhả số liệu dị
2025-12-31 12:51:12;Lê Ngọc Tuyền;nhma mk lên nhiều trang
2025-12-31 12:51:17;Lê Ngọc Tuyền;với nhiều lần
2025-12-31 12:52:08;Lê Ngọc Tuyền;còn lên video thì mk lên kiểu là user òi làm thử thử show mấy cái hay hay ra
2025-12-31 12:52:15;Lê Ngọc Tuyền;chứ hong làm gì quá đâu ha
2025-12-31 12:53:12;Mai Quỳnh Anh;Giống mấy vid
2025-12-31 12:53:21;Mai Quỳnh Anh;Trên tiktok
2025-12-31 12:53:32;Mai Quỳnh Anh;Mà ng ta rcm app web thú dị đồ đó
2025-12-31 12:53:34;Mai Quỳnh Anh;Dc hok
2025-12-31 12:53:36;Lê Ngọc Tuyền;à à
2025-12-31 12:53:39;Lê Ngọc Tuyền;chắc cũm đượt
2025-12-31 12:53:41;Lê Ngọc Tuyền;nhma ổng nói
2025-12-31 12:53:49;Lê Ngọc Tuyền;muốn tìm được khách hàng thiệt sự á
2025-12-31 12:54:08;Lê Ngọc Tuyền;tại marketing đúng nghĩa là sẽ phải hướng được tới đối tượng khách hàng mà nhãn hàng đề ra
2025-12-31 12:54:10;Lê Ngọc Tuyền;=))
2025-12-31 12:55:28;Mai Quỳnh Anh;Ổng muốn đối tg j á
2025-12-31 12:55:39;Mai Quỳnh Anh;Hay mik tự lo dị
2025-12-31 12:55:43;Lê Ngọc Tuyền;cá nhân thì kiểu muốn viết log nè
2025-12-31 12:55:43;Triêm Đoàn;Chủ đề healing nhỉ kể về cuộc sống hằng ngày nhỉ
2025-12-31 12:55:52;Lê Ngọc Tuyền;ê muốn nghe hong
2025-12-31 12:55:54;Lê Ngọc Tuyền;call nchuyen xíu
2025-12-31 12:55:59;Mai Quỳnh Anh;Oke
2025-12-31 12:56:02;Triêm Đoàn;Dành cho những con người xì trét
2025-12-31 12:56:02;Lê Ngọc Tuyền;à để tui voice
2025-12-31 12:56:04;Triêm Đoàn;Dô
2025-12-31 12:56:05;Lê Ngọc Tuyền;tại sắp dìa
2025-12-31 12:56:06;Lê Ngọc Tuyền;=))
2025-12-31 12:56:11;Mai Quỳnh Anh;=))))))
2025-12-31 12:56:29;Triêm Đoàn;https://vt.tiktok.com/ZS5jymjMS/
2025-12-31 12:56:35;Mai Quỳnh Anh;Z thì phải vô gr dân artist
2025-12-31 12:57:26;Hà Đăng Khôi;Đang trên xe về quê nec
2025-12-31 12:57:27;Hà Đăng Khôi;:>
2025-12-31 12:58:01;Lê Ngọc Tuyền;xuất phát đi toi chấp đoá he he
2025-12-31 12:58:14;Lê Ngọc Tuyền;kiểu có mấy ng mà có mấy cuốn nhật ký siu đẹp á
2025-12-31 12:58:15;Lê Ngọc Tuyền;=)))
2025-12-31 12:58:21;Hà Đăng Khôi;Cỡ 8h tối mới tới :>
2025-12-31 12:58:26;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-31 12:59:20;Lê Ngọc Tuyền;như có 1 ông indo vô viết quảng cáo du lịch trên đó rùi é
2025-12-31 12:59:59;Mai Quỳnh Anh;Hmmmm
2025-12-31 13:00:00;Mai Quỳnh Anh;Z thì mấy gr
2025-12-31 13:00:05;Mai Quỳnh Anh;Start up á
2025-12-31 13:00:09;Lê Ngọc Tuyền;mk có thể kiếm nhiều gr
2025-12-31 13:00:13;Lê Ngọc Tuyền;mà có ai xài
2025-12-31 13:00:20;Lê Ngọc Tuyền;twister linkin nhì hong
2025-12-31 13:00:25;Lê Ngọc Tuyền;kiểu thường xuyên dùng á
2025-12-31 13:00:34;Lê Ngọc Tuyền;ổng nói mấy cái nền tảng khoa học
2025-12-31 13:00:36;Lê Ngọc Tuyền;làm việc đồ á
2025-12-31 13:00:39;Lê Ngọc Tuyền;là dễ hơn
2025-12-31 13:00:47;Lê Ngọc Tuyền;còn fb thì kiếm mấy gr kiểu dị của ng nước ngoài
2025-12-31 13:01:00;Lê Ngọc Tuyền;họ khoái trải nghịm kiểu zay é
2025-12-31 13:01:14;Mai Quỳnh Anh;Chx á=))
2025-12-31 13:01:31;Lê Ngọc Tuyền;nchung là nếu muốn nghiên cứu thì mốt mk phân tích cái báo cáo của ổng đưa
2025-12-31 13:01:34;Lê Ngọc Tuyền;òi tính sau
2025-12-31 13:01:37;Lê Ngọc Tuyền;nhma chốt hong cái đẽ
2025-12-31 13:01:38;Lê Ngọc Tuyền;:>>
2025-12-31 13:03:13;Mai Quỳnh Anh;Thử cx dc
2025-12-31 13:03:26;Mai Quỳnh Anh;Để rút kinh ng cho nhóm mik nx
2025-12-31 13:03:28;Mai Quỳnh Anh;=))))))
2025-12-31 13:03:40;Lê Ngọc Tuyền;:>
2025-12-31 13:04:07;Lê Ngọc Tuyền;dị là 4 phiếu chọn đúm hơm
2025-12-31 13:04:48;Lê Ngọc Tuyền;đợi tổng tài coi có idea gì chấn động hong
2025-12-31 13:12:33;Lê Ngọc Tuyền;mn oi =))
2025-12-31 13:16:02;Mai Quỳnh Anh;Ýe
2025-12-31 13:16:16;Mai Quỳnh Anh;Gửi ndung qua
2025-12-31 13:16:20;Lê Ngọc Tuyền;=))) ok dị coá dì để tui hỏi ổng nì kia trướt
2025-12-31 13:16:22;Mai Quỳnh Anh;Coi thử ms bt dc
2025-12-31 13:16:25;Mai Quỳnh Anh;=))))
2025-12-31 13:16:34;Lê Ngọc Tuyền;ok =))
2025-12-31 13:16:54;Hà Đăng Khôi;🐋
2025-12-31 13:17:10;Lê Ngọc Tuyền;áaaaaaaaaaaaa
2025-12-31 13:17:11;Lê Ngọc Tuyền;troi oi
2025-12-31 13:17:20;Lê Ngọc Tuyền;tui muốn rútt
2025-12-31 13:19:35;Mai Quỳnh Anh;Omg
2025-12-31 13:19:39;Mai Quỳnh Anh;Đã v=))))))
2025-12-31 14:49:10;Nghĩa Đoàn;Tongtai cuhgx chọnnn
2025-12-31 14:49:48;Nghĩa Đoàn;Tongtai off 3 tiếng nháa
2025-12-31 15:05:53;Lê Ngọc Tuyền;Áaaaaa
2025-12-31 15:05:55;Lê Ngọc Tuyền;Đã dị
2025-12-31 15:08:24;Mai Quỳnh Anh;cái đó alf j dị
2025-12-31 15:08:25;Mai Quỳnh Anh;=)))
2025-12-31 15:09:50;Triêm Đoàn;Đã dữ dị
2025-12-31 15:28:29;Lê Ngọc Tuyền;Hnhu đi coi phim
2025-12-31 15:30:47;Mai Quỳnh Anh;má
2025-12-31 15:30:48;Mai Quỳnh Anh;đã dịii
2025-12-31 15:48:08;Triêm Đoàn;Toi cung muon di
2025-12-31 16:00:56;Lê Ngọc Tuyền;Chet ròi có khi toi về sau HK
2025-12-31 16:03:25;Mai Quỳnh Anh;=))))))))
2025-12-31 16:03:29;Mai Quỳnh Anh;đang dou rồi dị
2025-12-31 16:26:08;Hà Đăng Khôi;=)) ()
2025-12-31 16:32:35;Hà Đăng Khôi;Toi mới tới tiền giang à
2025-12-31 16:36:10;Hà Đăng Khôi;Dự kiến 9h mới về tới :)))
2025-12-31 16:40:18;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-31 17:17:27;Mai Quỳnh Anh;ụa mà
2025-12-31 17:17:29;Mai Quỳnh Anh;quên mất
2025-12-31 17:17:36;Triêm Đoàn;:)))
2025-12-31 17:17:38;Mai Quỳnh Anh;rốt cuộc tongtai nhắn j trong gr lp z
2025-12-31 17:17:39;Mai Quỳnh Anh;=))))))))))))
